time;WT3B_WT_controlMeasurements_PPuSnRef;WT3B_WT_controlMeasurements_QPuSnRef;WT3B_WT_controlMeasurements_UPu;WT3B_WT_mechanical_omegaGenPu;WT3B_WT_mechanical_omegaWTRPu;PRefPu_step_step;WT3B_WT_terminal_V_re;WT3B_WT_terminal_V_im;WT3B_WT_terminal_i_re;WT3B_WT_terminal_i_im;
0.000092;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000093;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000093;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000094;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000095;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000095;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000096;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000097;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000097;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000098;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000099;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000100;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000100;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000100;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000100;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000100;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000101;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000101;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000101;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000102;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000102;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000102;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000103;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000103;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000104;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000104;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000104;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000105;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000105;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000106;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000106;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000106;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000107;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000107;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000107;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000108;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000108;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000109;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000109;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000109;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000110;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000110;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000111;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000111;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000111;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000112;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000112;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000112;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000113;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000113;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000114;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000114;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000114;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000115;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000115;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000115;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000116;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000116;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000117;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000117;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000117;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000118;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000118;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000119;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000119;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000119;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000120;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000120;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000120;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000121;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000121;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000122;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000122;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000122;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000123;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000123;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000124;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000124;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000124;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000125;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000125;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000125;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000126;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000126;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000127;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000127;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000127;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000128;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000128;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000129;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000129;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000129;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000130;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000130;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000130;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000131;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000131;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000132;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000132;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000132;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000133;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000133;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000133;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000134;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000134;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000135;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000135;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000135;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000136;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000136;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000137;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000137;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000137;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000138;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000138;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000138;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000139;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000139;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000140;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000140;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000140;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000141;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000141;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000142;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000142;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000142;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000143;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000143;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000143;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000144;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000144;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000145;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000145;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000145;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000146;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000146;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000146;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000147;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000147;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000148;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000148;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000148;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000149;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000149;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000150;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000150;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000150;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000151;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000151;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000151;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000152;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000152;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000153;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000153;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000153;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000154;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000154;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000155;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000155;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000155;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000156;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000156;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000156;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000157;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000157;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000158;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000158;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000158;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000159;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000159;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000159;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000160;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000160;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000161;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000161;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000161;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000162;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000162;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000163;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000163;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000163;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000164;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000164;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000164;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000165;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000165;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000166;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000166;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000166;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000167;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000167;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000168;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000168;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000168;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000169;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
0.000169;0.600000;-0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;-0.000000;
0.000169;0.600000;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.600000;0.000000;
